17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
 90.56   0.52   -0.85   -0.94316259
 90.57   0.51   -0.86   -0.93979217
 90.58   0.50   -0.86   -0.93632777
 90.59   0.49   -0.87   -0.93276974
 90.60   0.48   -0.87   -0.92911844
 90.61   0.48   -0.88   -0.92537422
 90.62   0.47   -0.88   -0.92153747
 90.63   0.46   -0.89   -0.91760856
 90.64   0.45   -0.89   -0.91358790
 90.65   0.44   -0.90   -0.90947587
 90.66   0.43   -0.90   -0.90527290
 90.67   0.42   -0.91   -0.90097940
 90.68   0.41   -0.91   -0.89659581
 90.69   0.40   -0.91   -0.89212256
 90.70   0.40   -0.92   -0.88756009
 90.71   0.39   -0.92   -0.88290887
 90.72   0.38   -0.93   -0.87816936
 90.73   0.37   -0.93   -0.87334203
 90.74   0.36   -0.93   -0.86842737
 90.75   0.35   -0.94   -0.86342587
 90.76   0.34   -0.94   -0.85833803
 90.77   0.33   -0.94   -0.85316435
 90.78   0.32   -0.95   -0.84790535
 90.79   0.31   -0.95   -0.84256157
 90.80   0.30   -0.95   -0.83713353
 90.81   0.29   -0.96   -0.83162178
 90.82   0.28   -0.96   -0.82602687
 90.83   0.27   -0.96   -0.82034936
 90.84   0.26   -0.96   -0.81458981
 90.85   0.25   -0.97   -0.80874880
 90.86   0.24   -0.97   -0.80282692
 90.87   0.23   -0.97   -0.79682476
 90.88   0.22   -0.97   -0.79074291
 90.89   0.21   -0.98   -0.78458199
 90.90   0.20   -0.98   -0.77834262
 90.91   0.19   -0.98   -0.77202541
 90.92   0.19   -0.98   -0.76563099
 90.93   0.18   -0.98   -0.75916002
 90.94   0.17   -0.99   -0.75261313
 90.95   0.16   -0.99   -0.74599098
 90.96   0.15   -0.99   -0.73929423
 90.97   0.14   -0.99   -0.73252355
 90.98   0.13   -0.99   -0.72567962
 90.99   0.12   -0.99   -0.71876313
 91.00   0.11   -0.99   -0.71177476
 91.01   0.10   -1.00   -0.70471521
 91.02   0.09   -1.00   -0.69758519
 91.03   0.08   -1.00   -0.69038541
 91.04   0.07   -1.00   -0.68311659
 91.05   0.06   -1.00   -0.67577946
 91.06   0.05   -1.00   -0.66837476
 91.07   0.04   -1.00   -0.66090322
 91.08   0.03   -1.00   -0.65336559
 91.09   0.02   -1.00   -0.64576262
 91.10   0.01   -1.00   -0.63809508
 91.11  -0.00   -1.00   -0.63036373
 91.12  -0.01   -1.00   -0.62256934
 91.13  -0.02   -1.00   -0.61471269
 91.14  -0.03   -1.00   -0.60679458
 91.15  -0.04   -1.00   -0.59881578
 91.16  -0.05   -1.00   -0.59077711
 91.17  -0.06   -1.00   -0.58267936
 91.18  -0.07   -1.00   -0.57452334
 91.19  -0.08   -1.00   -0.56630987
 91.20  -0.09   -1.00   -0.55803976
 91.21  -0.10   -0.99   -0.54971386
 91.22  -0.11   -0.99   -0.54133298
 91.23  -0.12   -0.99   -0.53289797
 91.24  -0.13   -0.99   -0.52440967
 91.25  -0.14   -0.99   -0.51586894
 91.26  -0.15   -0.99   -0.50727661
 91.27  -0.16   -0.99   -0.49863356
 91.28  -0.17   -0.98   -0.48994064
 91.29  -0.18   -0.98   -0.48119873
 91.30  -0.19   -0.98   -0.47240870
 91.31  -0.20   -0.98   -0.46357143
 91.32  -0.21   -0.98   -0.45468781
 91.33  -0.22   -0.98   -0.44575871
 91.34  -0.23   -0.97   -0.43678504
 91.35  -0.24   -0.97   -0.42776769
 91.36  -0.25   -0.97   -0.41870757
 91.37  -0.26   -0.97   -0.40960557
 91.38  -0.27   -0.96   -0.40046262
 91.39  -0.28   -0.96   -0.39127962
 91.40  -0.29   -0.96   -0.38205749
 91.41  -0.30   -0.95   -0.37279715
 91.42  -0.31   -0.95   -0.36349954
 91.43  -0.32   -0.95   -0.35416558
 91.44  -0.33   -0.94   -0.34479620
 91.45  -0.34   -0.94   -0.33539234
 91.46  -0.35   -0.94   -0.32595494
 91.47  -0.36   -0.93   -0.31648495
 91.48  -0.37   -0.93   -0.30698331
 91.49  -0.37   -0.93   -0.29745097
 91.50  -0.38   -0.92   -0.28788888
 91.51  -0.39   -0.92   -0.27829801
 91.52  -0.40   -0.92   -0.26867931
 91.53  -0.41   -0.91   -0.25903374
 91.54  -0.42   -0.91   -0.24936226
 91.55  -0.43   -0.90   -0.23966585
 91.56  -0.44   -0.90   -0.22994548
 91.57  -0.45   -0.89   -0.22020211
 91.58  -0.46   -0.89   -0.21043672
 91.59  -0.47   -0.89   -0.20065028
 91.60  -0.47   -0.88   -0.19084379
 91.61  -0.48   -0.88   -0.18101820
 91.62  -0.49   -0.87   -0.17117452
 91.63  -0.50   -0.87   -0.16131372
 91.64  -0.51   -0.86   -0.15143678
 91.65  -0.52   -0.86   -0.14154471
 91.66  -0.53   -0.85   -0.13163848
 91.67  -0.53   -0.85   -0.12171908
 91.68  -0.54   -0.84   -0.11178752
 91.69  -0.55   -0.83   -0.10184477
 91.70  -0.56   -0.83   -0.09189184
 91.71  -0.57   -0.82   -0.08192972
 91.72  -0.58   -0.82   -0.07195941
 91.73  -0.58   -0.81   -0.06198190
 91.74  -0.59   -0.81   -0.05199820
 91.75  -0.60   -0.80   -0.04200929
 91.76  -0.61   -0.79   -0.03201619
 91.77  -0.62   -0.79   -0.02201988
 91.78  -0.62   -0.78   -0.01202137
 91.79  -0.63   -0.78   -0.00202166
 91.80  -0.64   -0.77    0.00797826
 91.81  -0.65   -0.76    0.01797737
 91.82  -0.65   -0.76    0.02797469
 91.83  -0.66   -0.75    0.03796921
 91.84  -0.67   -0.74    0.04795994
 91.85  -0.68   -0.74    0.05794586
 91.86  -0.68   -0.73    0.06792600
 91.87  -0.69   -0.72    0.07789934
 91.88  -0.70   -0.72    0.08786489
 91.89  -0.71   -0.71    0.09782165
 91.90  -0.71   -0.70    0.10776864
 91.91  -0.72   -0.69    0.11770484
 91.92  -0.73   -0.69    0.12762928
 91.93  -0.73   -0.68    0.13754095
 91.94  -0.74   -0.67    0.14743887
 91.95  -0.75   -0.66    0.15732204
 91.96  -0.75   -0.66    0.16718949
 91.97  -0.76   -0.65    0.17704021
 91.98  -0.77   -0.64    0.18687323
 91.99  -0.77   -0.63    0.19668756
 92.00  -0.78   -0.63    0.20648223
 92.01  -0.79   -0.62    0.21625625
 92.02  -0.79   -0.61    0.22600864
 92.03  -0.80   -0.60    0.23573843
 92.04  -0.80   -0.59    0.24544464
 92.05  -0.81   -0.59    0.25512632
 92.06  -0.82   -0.58    0.26478248
 92.07  -0.82   -0.57    0.27441216
 92.08  -0.83   -0.56    0.28401440
 92.09  -0.83   -0.55    0.29358824
 92.10  -0.84   -0.55    0.30313272
 92.11  -0.84   -0.54    0.31264689
 92.12  -0.85   -0.53    0.32212979
 92.13  -0.85   -0.52    0.33158048
 92.14  -0.86   -0.51    0.34099802
 92.15  -0.86   -0.50    0.35038145
 92.16  -0.87   -0.49    0.35972985
 92.17  -0.87   -0.49    0.36904227
 92.18  -0.88   -0.48    0.37831779
 92.19  -0.88   -0.47    0.38755548
 92.20  -0.89   -0.46    0.39675441
 92.21  -0.89   -0.45    0.40591367
 92.22  -0.90   -0.44    0.41503233
 92.23  -0.90   -0.43    0.42410950
 92.24  -0.91   -0.42    0.43314425
 92.25  -0.91   -0.41    0.44213569
 92.26  -0.91   -0.41    0.45108291
 92.27  -0.92   -0.40    0.45998503
 92.28  -0.92   -0.39    0.46884115
 92.29  -0.93   -0.38    0.47765039
 92.30  -0.93   -0.37    0.48641186
 92.31  -0.93   -0.36    0.49512469
 92.32  -0.94   -0.35    0.50378801
 92.33  -0.94   -0.34    0.51240095
 92.34  -0.94   -0.33    0.52096265
 92.35  -0.95   -0.32    0.52947225
 92.36  -0.95   -0.31    0.53792891
 92.37  -0.95   -0.30    0.54633178
 92.38  -0.96   -0.29    0.55468001
 92.39  -0.96   -0.28    0.56297277
 92.40  -0.96   -0.27    0.57120924
 92.41  -0.96   -0.26    0.57938859
 92.42  -0.97   -0.25    0.58751000
 92.43  -0.97   -0.24    0.59557266
 92.44  -0.97   -0.23    0.60357576
 92.45  -0.97   -0.23    0.61151850
 92.46  -0.98   -0.22    0.61940010
 92.47  -0.98   -0.21    0.62721975
 92.48  -0.98   -0.20    0.63497669
 92.49  -0.98   -0.19    0.64267012
 92.50  -0.98   -0.18    0.65029929
 92.51  -0.99   -0.17    0.65786343
 92.52  -0.99   -0.16    0.66536178
 92.53  -0.99   -0.15    0.67279360
 92.54  -0.99   -0.14    0.68015814
 92.55  -0.99   -0.13    0.68745467
 92.56  -0.99   -0.12    0.69468245
 92.57  -0.99   -0.11    0.70184076
 92.58  -1.00   -0.10    0.70892889
 92.59  -1.00   -0.09    0.71594612
 92.60  -1.00   -0.08    0.72289176
 92.61  -1.00   -0.07    0.72976512
 92.62  -1.00   -0.06    0.73656549
 92.63  -1.00   -0.05    0.74329222
 92.64  -1.00   -0.04    0.74994461
 92.65  -1.00   -0.03    0.75652201
 92.66  -1.00   -0.02    0.76302376
 92.67  -1.00   -0.01    0.76944920
 92.68  -1.00    0.00    0.77579770
 92.69  -1.00    0.01    0.78206863
 92.70  -1.00    0.02    0.78826134
 92.71  -1.00    0.03    0.79437523
 92.72  -1.00    0.04    0.80040969
 92.73  -1.00    0.05    0.80636410
 92.74  -1.00    0.06    0.81223788
 92.75  -1.00    0.07    0.81803043
 92.76  -1.00    0.08    0.82374119
 92.77  -1.00    0.09    0.82936956
 92.78  -0.99    0.10    0.83491501
 92.79  -0.99    0.11    0.84037696
 92.80  -0.99    0.12    0.84575487
 92.81  -0.99    0.13    0.85104821
 92.82  -0.99    0.14    0.85625645
 92.83  -0.99    0.15    0.86137906
 92.84  -0.99    0.16    0.86641553
 92.85  -0.99    0.17    0.87136537
 92.86  -0.98    0.18    0.87622806
 92.87  -0.98    0.19    0.88100314
 92.88  -0.98    0.20    0.88569012
 92.89  -0.98    0.21    0.89028852
 92.90  -0.98    0.22    0.89479790
 92.91  -0.97    0.23    0.89921780
 92.92  -0.97    0.24    0.90354778
 92.93  -0.97    0.25    0.90778741
 92.94  -0.97    0.26    0.91193625
 92.95  -0.96    0.27    0.91599391
 92.96  -0.96    0.28    0.91995996
 92.97  -0.96    0.29    0.92383402
 92.98  -0.95    0.30    0.92761570
 92.99  -0.95    0.31    0.93130462
 93.00  -0.95    0.32    0.93490040
 93.01  -0.95    0.33    0.93840270
 93.02  -0.94    0.34    0.94181116
 93.03  -0.94    0.35    0.94512544
 93.04  -0.93    0.36    0.94834521
 93.05  -0.93    0.36    0.95147014
 93.06  -0.93    0.37    0.95449993
 93.07  -0.92    0.38    0.95743426
 93.08  -0.92    0.39    0.96027286
 93.09  -0.92    0.40    0.96301543
 93.10  -0.91    0.41    0.96566169
 93.11  -0.91    0.42    0.96821139
 93.12  -0.90    0.43    0.97066428
 93.13  -0.90    0.44    0.97302009
 93.14  -0.89    0.45    0.97527861
 93.15  -0.89    0.46    0.97743959
 93.16  -0.89    0.46    0.97950284
 93.17  -0.88    0.47    0.98146813
 93.18  -0.88    0.48    0.98333528
 93.19  -0.87    0.49    0.98510410
 93.20  -0.87    0.50    0.98677441
 93.21  -0.86    0.51    0.98834604
 93.22  -0.86    0.52    0.98981883
 93.23  -0.85    0.53    0.99119265
 93.24  -0.85    0.53    0.99246735
 93.25  -0.84    0.54    0.99364280
 93.26  -0.83    0.55    0.99471889
 93.27  -0.83    0.56    0.99569550
 93.28  -0.82    0.57    0.99657255
 93.29  -0.82    0.58    0.99734994
 93.30  -0.81    0.58    0.99802760
 93.31  -0.81    0.59    0.99860545
 93.32  -0.80    0.60    0.99908345
 93.33  -0.79    0.61    0.99946154
 93.34  -0.79    0.62    0.99973968
 93.35  -0.78    0.62    0.99991785
 93.36  -0.78    0.63    0.99999603
 93.37  -0.77    0.64    0.99997421
 93.38  -0.76    0.65    0.99985239
 93.39  -0.76    0.65    0.99963059
 93.40  -0.75    0.66    0.99930883
 93.41  -0.74    0.67    0.99888714
 93.42  -0.74    0.68    0.99836555
 93.43  -0.73    0.68    0.99774414
 93.44  -0.72    0.69    0.99702295
 93.45  -0.72    0.70    0.99620205
 93.46  -0.71    0.71    0.99528154
 93.47  -0.70    0.71    0.99426150
 93.48  -0.69    0.72    0.99314204
 93.49  -0.69    0.73    0.99192326
 93.50  -0.68    0.73    0.99060529
 93.51  -0.67    0.74    0.98918827
 93.52  -0.67    0.75    0.98767232
 93.53  -0.66    0.75    0.98605761
 93.54  -0.65    0.76    0.98434429
 93.55  -0.64    0.77    0.98253254
 93.56  -0.63    0.77    0.98062253
 93.57  -0.63    0.78    0.97861447
 93.58  -0.62    0.79    0.97650854
 93.59  -0.61    0.79    0.97430497
 93.60  -0.60    0.80    0.97200396
 93.61  -0.60    0.80    0.96960575
 93.62  -0.59    0.81    0.96711059
 93.63  -0.58    0.82    0.96451871
 93.64  -0.57    0.82    0.96183039
 93.65  -0.56    0.83    0.95904588
 93.66  -0.55    0.83    0.95616547
 93.67  -0.55    0.84    0.95318944
 93.68  -0.54    0.84    0.95011809
 93.69  -0.53    0.85    0.94695173
 93.70  -0.52    0.85    0.94369068
 93.71  -0.51    0.86    0.94033526
 93.72  -0.50    0.86    0.93688581
 93.73  -0.49    0.87    0.93334267
 93.74  -0.49    0.87    0.92970620
 93.75  -0.48    0.88    0.92597675
 93.76  -0.47    0.88    0.92215471
 93.77  -0.46    0.89    0.91824046
 93.78  -0.45    0.89    0.91423438
 93.79  -0.44    0.90    0.91013688
 93.80  -0.43    0.90    0.90594836
 93.81  -0.42    0.91    0.90166925
 93.82  -0.41    0.91    0.89729998
 93.83  -0.41    0.91    0.89284097
 93.84  -0.40    0.92    0.88829269
 93.85  -0.39    0.92    0.88365557
 93.86  -0.38    0.93    0.87893009
 93.87  -0.37    0.93    0.87411672
 93.88  -0.36    0.93    0.86921593
 93.89  -0.35    0.94    0.86422823
 93.90  -0.34    0.94    0.85915410
 93.91  -0.33    0.94    0.85399406
 93.92  -0.32    0.95    0.84874862
 93.93  -0.31    0.95    0.84341831
 93.94  -0.30    0.95    0.83800365
 93.95  -0.29    0.96    0.83250520
 93.96  -0.28    0.96    0.82692349
 93.97  -0.27    0.96    0.82125909
 93.98  -0.26    0.96    0.81551257
 93.99  -0.25    0.97    0.80968450
 94.00  -0.25    0.97    0.80377546
 94.01  -0.24    0.97    0.79778604
 94.02  -0.23    0.97    0.79171685
 94.03  -0.22    0.98    0.78556848
 94.04  -0.21    0.98    0.77934156
 94.05  -0.20    0.98    0.77303670
 94.06  -0.19    0.98    0.76665454
 94.07  -0.18    0.98    0.76019572
 94.08  -0.17    0.99    0.75366088
 94.09  -0.16    0.99    0.74705067
 94.10  -0.15    0.99    0.74036576
 94.11  -0.14    0.99    0.73360681
 94.12  -0.13    0.99    0.72677450
 94.13  -0.12    0.99    0.71986952
 94.14  -0.11    0.99    0.71289254
 94.15  -0.10    1.00    0.70584428
 94.16  -0.09    1.00    0.69872544
 94.17  -0.08    1.00    0.69153672
 94.18  -0.07    1.00    0.68427885
 94.19  -0.06    1.00    0.67695256
 94.20  -0.05    1.00    0.66955857
 94.21  -0.04    1.00    0.66209762
 94.22  -0.03    1.00    0.65457047
 94.23  -0.02    1.00    0.64697785
 94.24  -0.01    1.00    0.63932054
 94.25   0.00    1.00    0.63159930
 94.26   0.01    1.00    0.62381490
 94.27   0.02    1.00    0.61596812
 94.28   0.03    1.00    0.60805974
 94.29   0.04    1.00    0.60009056
 94.30   0.05    1.00    0.59206137
 94.31   0.06    1.00    0.58397297
 94.32   0.07    1.00    0.57582618
 94.33   0.08    1.00    0.56762180
 94.34   0.09    1.00    0.55936066
 94.35   0.10    0.99    0.55104359
 94.36   0.11    0.99    0.54267141
 94.37   0.12    0.99    0.53424497
 94.38   0.13    0.99    0.52576510
 94.39   0.14    0.99    0.51723265
 94.40   0.15    0.99    0.50864849
 94.41   0.16    0.99    0.50001346
 94.42   0.17    0.99    0.49132842
 94.43   0.18    0.98    0.48259426
 94.44   0.19    0.98    0.47381183
 94.45   0.20    0.98    0.46498203
 94.46   0.21    0.98    0.45610573
 94.47   0.22    0.98    0.44718381
 94.48   0.23    0.97    0.43821718
 94.49   0.24    0.97    0.42920673
 94.50   0.25    0.97    0.42015336
 94.51   0.26    0.97    0.41105797
 94.52   0.27    0.96    0.40192148
 94.53   0.28    0.96    0.39274479
 94.54   0.29    0.96    0.38352884
 94.55   0.30    0.95    0.37427452
 94.56   0.31    0.95    0.36498279
 94.57   0.32    0.95    0.35565455
 94.58   0.33    0.95    0.34629075
 94.59   0.34    0.94    0.33689232
 94.60   0.34    0.94    0.32746020
 94.61   0.35    0.94    0.31799533
 94.62   0.36    0.93    0.30849867
 94.63   0.37    0.93    0.29897115
 94.64   0.38    0.92    0.28941374
 94.65   0.39    0.92    0.27982739
 94.66   0.40    0.92    0.27021306
 94.67   0.41    0.91    0.26057170
 94.68   0.42    0.91    0.25090429
 94.69   0.43    0.90    0.24121179
 94.70   0.44    0.90    0.23149516
 94.71   0.45    0.90    0.22175539
 94.72   0.45    0.89    0.21199344
 94.73   0.46    0.89    0.20221029
 94.74   0.47    0.88    0.19240692
 94.75   0.48    0.88    0.18258432
 94.76   0.49    0.87    0.17274345
 94.77   0.50    0.87    0.16288531
 94.78   0.51    0.86    0.15301088
 94.79   0.52    0.86    0.14312115
 94.80   0.52    0.85    0.13321710
 94.81   0.53    0.85    0.12329974
 94.82   0.54    0.84    0.11337004
 94.83   0.55    0.84    0.10342901
 94.84   0.56    0.83    0.09347764
 94.85   0.57    0.82    0.08351692
 94.86   0.57    0.82    0.07354784
 94.87   0.58    0.81    0.06357142
 94.88   0.59    0.81    0.05358863
 94.89   0.60    0.80    0.04360049
 94.90   0.61    0.79    0.03360798
 94.91   0.61    0.79    0.02361212
 94.92   0.62    0.78    0.01361389
 94.93   0.63    0.78    0.00361431
 94.94   0.64    0.77   -0.00638564
 94.95   0.65    0.76   -0.01638495
 94.96   0.65    0.76   -0.02638263
 94.97   0.66    0.75   -0.03637766
 94.98   0.67    0.74   -0.04636905
 94.99   0.68    0.74   -0.05635581
 95.00   0.68    0.73   -0.06633694
 95.01   0.69    0.72   -0.07631143
 95.02   0.70    0.72   -0.08627828
 95.03   0.70    0.71   -0.09623652
 95.04   0.71    0.70   -0.10618512
 95.05   0.72    0.70   -0.11612311
 95.06   0.73    0.69   -0.12604949
 95.07   0.73    0.68   -0.13596326
 95.08   0.74    0.67   -0.14586344
 95.09   0.75    0.67   -0.15574902
 95.10   0.75    0.66   -0.16561904
 95.11   0.76    0.65   -0.17547249
 95.12   0.77    0.64   -0.18530840
 95.13   0.77    0.64   -0.19512577
 95.14   0.78    0.63   -0.20492364
 95.15   0.78    0.62   -0.21470101
 95.16   0.79    0.61   -0.22445691
 95.17   0.80    0.60   -0.23419036
 95.18   0.80    0.60   -0.24390040
 95.19   0.81    0.59   -0.25358604
 95.20   0.81    0.58   -0.26324633
 95.21   0.82    0.57   -0.27288030
 95.22   0.83    0.56   -0.28248697
 95.23   0.83    0.56   -0.29206540
 95.24   0.84    0.55   -0.30161462
 95.25   0.84    0.54   -0.31113368
 95.26   0.85    0.53   -0.32062163
 95.27   0.85    0.52   -0.33007751
 95.28   0.86    0.51   -0.33950039
 95.29   0.86    0.50   -0.34888932
 95.30   0.87    0.50   -0.35824335
 95.31   0.87    0.49   -0.36756157
 95.32   0.88    0.48   -0.37684303
 95.33   0.88    0.47   -0.38608680
 95.34   0.89    0.46   -0.39529197
 95.35   0.89    0.45   -0.40445761
 95.36   0.90    0.44   -0.41358280
 95.37   0.90    0.43   -0.42266663
 95.38   0.91    0.42   -0.43170820
 95.39   0.91    0.42   -0.44070660
 95.40   0.91    0.41   -0.44966093
 95.41   0.92    0.40   -0.45857029
 95.42   0.92    0.39   -0.46743379
 95.43   0.93    0.38   -0.47625056
 95.44   0.93    0.37   -0.48501969
 95.45   0.93    0.36   -0.49374033
 95.46   0.94    0.35   -0.50241159
 95.47   0.94    0.34   -0.51103261
 95.48   0.94    0.33   -0.51960253
 95.49   0.95    0.32   -0.52812049
 95.50   0.95    0.31   -0.53658564
 95.51   0.95    0.30   -0.54499713
 95.52   0.96    0.29   -0.55335412
 95.53   0.96    0.28   -0.56165577
 95.54   0.96    0.27   -0.56990126
 95.55   0.96    0.27   -0.57808976
 95.56   0.97    0.26   -0.58622045
 95.57   0.97    0.25   -0.59429252
 95.58   0.97    0.24   -0.60230516
 95.59   0.97    0.23   -0.61025757
 95.60   0.98    0.22   -0.61814896
 95.61   0.98    0.21   -0.62597853
 95.62   0.98    0.20   -0.63374551
 95.63   0.98    0.19   -0.64144911
 95.64   0.98    0.18   -0.64908856
 95.65   0.99    0.17   -0.65666311
 95.66   0.99    0.16   -0.66417199
 95.67   0.99    0.15   -0.67161446
 95.68   0.99    0.14   -0.67898976
 95.69   0.99    0.13   -0.68629717
 95.70   0.99    0.12   -0.69353594
 95.71   0.99    0.11   -0.70070537
 95.72   1.00    0.10   -0.70780472
 95.73   1.00    0.09   -0.71483329
 95.74   1.00    0.08   -0.72179039
 95.75   1.00    0.07   -0.72867530
 95.76   1.00    0.06   -0.73548734
 95.77   1.00    0.05   -0.74222584
 95.78   1.00    0.04   -0.74889012
 95.79   1.00    0.03   -0.75547950
 95.80   1.00    0.02   -0.76199334
 95.81   1.00    0.01   -0.76843099
 95.82   1.00   -0.00   -0.77479178
 95.83   1.00   -0.01   -0.78107510
 95.84   1.00   -0.02   -0.78728032
 95.85   1.00   -0.03   -0.79340680
 95.86   1.00   -0.04   -0.79945395
 95.87   1.00   -0.05   -0.80542115
 95.88   1.00   -0.06   -0.81130781
 95.89   1.00   -0.07   -0.81711334
 95.90   1.00   -0.08   -0.82283716
 95.91   1.00   -0.09   -0.82847870
 95.92   0.99   -0.10   -0.83403739
 95.93   0.99   -0.11   -0.83951267
 95.94   0.99   -0.12   -0.84490401
 95.95   0.99   -0.13   -0.85021085
 95.96   0.99   -0.14   -0.85543268
 95.97   0.99   -0.15   -0.86056896
 95.98   0.99   -0.16   -0.86561919
 95.99   0.99   -0.17   -0.87058285
 96.00   0.98   -0.18   -0.87545946
 96.01   0.98   -0.19   -0.88024852
 96.02   0.98   -0.20   -0.88494956
 96.03   0.98   -0.21   -0.88956210
 96.04   0.98   -0.22   -0.89408569
 96.05   0.97   -0.23   -0.89851987
 96.06   0.97   -0.24   -0.90286420
 96.07   0.97   -0.25   -0.90711825
 96.08   0.97   -0.26   -0.91128158
 96.09   0.96   -0.27   -0.91535379
 96.10   0.96   -0.28   -0.91933446
 96.11   0.96   -0.29   -0.92322319
 96.12   0.95   -0.30   -0.92701961
 96.13   0.95   -0.31   -0.93072333
 96.14   0.95   -0.32   -0.93433397
 96.15   0.95   -0.33   -0.93785118
 96.16   0.94   -0.33   -0.94127461
 96.17   0.94   -0.34   -0.94460391
 96.18   0.94   -0.35   -0.94783875
 96.19   0.93   -0.36   -0.95097881
 96.20   0.93   -0.37   -0.95402377
 96.21   0.92   -0.38   -0.95697333
 96.22   0.92   -0.39   -0.95982719
 96.23   0.92   -0.40   -0.96258507
 96.24   0.91   -0.41   -0.96524669
 96.25   0.91   -0.42   -0.96781179
 96.26   0.90   -0.43   -0.97028011
